3. 测评得分 = 测评总分 × 0.3 (折算为60分),,,,,,,,,,,,,,,,,,,,,,,,,
4. 项目1/2/3手动输入(每个满分10分),,,,,,,,,,,,,,,,,,,,,,,,,
5. 项目总分 = 项目1 + 项目2 + 项目3 (满分30分),,,,,,,,,,,,,,,,,,,,,,,,,
6. 出勤/互动/作业手动输入,,,,,,,,,,,,,,,,,,,,,,,,,
7. 课堂表现 = 出勤 + 互动 + 作业 (满分10分),,,,,,,,,,,,,,,,,,,,,,,,,
8. 总成绩 = 测评得分 + 项目总分 + 课堂表现 (满分100分),,,,,,,,,,,,,,,,,,,,,,,,,
9. 等级 = IF(总成绩>=90,"优秀",IF(总成绩>=80,"良好",IF(总成绩>=60,"及格","不及格"))),,,,,,,,,,,,,,,,,,,,,,,,,
10. 班级排名 = RANK(总成绩,总成绩列,0),,,,,,,,,,,,,,,,,,,,,,,,,

统计数据:,,,,,,,,,,,,,,,,,,,,,,,,,
总人数,=COUNTA(B2:B31),,,,,,,班级平均分,=AVERAGE(V2:V31),,,,,,,测评平均,=AVERAGE(M2:M31),,,,,
优秀人数(>=90),=COUNTIF(V2:V31,">=90"),,,,,,,最高分,=MAX(V2:V31),,,,,,,项目平均,=AVERAGE(R2:R31),,,,,
优秀率,=COUNTIF(V2:V31,">=90")/COUNTA(B2:B31),,,,,,,最低分,=MIN(V2:V31),,,,,,,表现平均,=AVERAGE(U2:U31),,,,,
良好人数(>=80),=COUNTIF(V2:V31,">=80"),,,,,,,及格分数线,60,,,,,,,,,,,
良好率,=COUNTIF(V2:V31,">=80")/COUNTA(B2:B31),,,,,,,优秀分数线,90,,,,,,,,,,,
及格人数(>=60),=COUNTIF(V2:V31,">=60"),,,,,,,,,,,,,,,,,,,
及格率,=COUNTIF(V2:V31,">=60")/COUNTA(B2:B31),,,,,,,,,,,,,,,,,,,
不及格人数(<60),=COUNTIF(V2:V31,"<60"),,,,,,,,,,,,,,,,,,,
淘汰率,=COUNTIF(V2:V31,"<60")/COUNTA(B2:B31),,,,,,,,,,,,,,,,,,,

成绩分布:,,,,,,,,,,,,,,,,,,,,,,,,,
90-100分,=COUNTIFS(V2:V31,">=90",V2:V31,"<=100"),,,,,,,,,,,,,,,,,,,,,
80-89分,=COUNTIFS(V2:V31,">=80",V2:V31,"<90"),,,,,,,,,,,,,,,,,,,,,
70-79分,=COUNTIFS(V2:V31,">=70",V2:V31,"<80"),,,,,,,,,,,,,,,,,,,,,
60-69分,=COUNTIFS(V2:V31,">=60",V2:V31,"<70"),,,,,,,,,,,,,,,,,,,,,
0-59分,=COUNTIF(V2:V31,"<60"),,,,,,,,,,,,,,,,,,,,,
